id,name,type,subtype,district,neighbourhood,latitude,longitude,etymology_type,etymology_summary,named_after,named_after_wikidata,person_gender,person_birth_year,person_death_year,person_profession,person_nationality,naming_date,previous_names,source,confidence,line,opening_year,operator,municipality,etymology_summary_es,named_after_es
cercanias_055,Móstoles-El Soto,cercanias_station,,,,40.3309400,-3.8822004,descriptive,"'El Soto' means 'the grove' (from Latin saltus), referring to the riparian forest along the Arroyo del Soto, a tributary of the Guadarrama river on Móstoles' western edge. Today the Parque de El Soto, a 44-hectare forest park, is the municipality's largest green space. Móstoles itself is forever linked to 2 May 1808: that afternoon, as Madrid rose against Napoleón's troops, local mayor Andrés Torrejón and his colleague Simon Hernández signed the Bando de los Alcaldes de Móstoles, a proclamation calling all Spanish towns to arms. The edict -- actually drafted by the jurist Juan Pérez Villamil -- spread by courier across Castile and is considered the spark that ignited the War of Independence. Both mayors were arrested by General Murat and sentenced to death; a bail of 30000 reales saved them, but Torrejón died of famine in 1812.","Móstoles + El Soto (riverside grove, from Latin saltus)",,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Mostoles-El_Soto;Ayto. Móstoles (mostoles.es);CRTM (crtm.es),verified,C-5,,Renfe Cercanias,Móstoles,"'El Soto' significa 'el bosque ribereño' (del latín saltus), en referencia al bosque de ribera que bordea el arroyo del Soto, afluente del río Guadarrama en el extremo occidental de Móstoles. Hoy el Parque de El Soto, un parque forestal de 44 hectáreas, es el mayor espacio verde del municipio. Móstoles está ligado para siempre al 2 de mayo de 1808: aquella tarde, mientras Madrid se alzaba contra las tropas de Napoleón, los alcaldes Andrés Torrejón y Simón Hernández firmaron el Bando de los Alcaldes de Móstoles, una proclama que llamaba a todas las localidades españolas a tomar las armas. El edicto —redactado en realidad por el jurista Juan Pérez Villamil— se difundió por mensajero por toda Castilla y se considera la chispa que encendió la Guerra de la Independencia. Ambos alcaldes fueron detenidos por el general Murat y condenados a muerte; una fianza de 30 000 reales los salvó, pero Torrejón murió de hambre en 1812.","Móstoles + El Soto (riverside grove, del latín saltus)"
cercanias_056,Leganés,cercanias_station,,,,40.3290937,-3.7711973,place,"Named after the municipality. From Latin 'leganos' (place with much mud/silt). Per Felipe II's 16th-century Relaciones Topograficas, the area had a lagoon with abundant 'legamo' (silt/mud). The original name was reportedly 'Legamar', later corrupted. Alternative: from 'lebanes' (person from Liebana, Cantabria). Founded c.1280 under Alfonso X; first documented 1232.",Leganés (from Latin leganos: muddy place),,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/leganes);Secretos de Leganés (secretosdeleganes.wordpress.com);Toponomasticon Hispaniae (toponhisp.org);CVC Cervantes (cvc.cervantes.es),verified,C-5,,Renfe Cercanias,Leganés,"Debe su nombre al municipio. Procede del latín 'leganos' (lugar con mucho barro/limo). Según las Relaciones Topográficas de Felipe II (siglo XVI), la zona contaba con una laguna con abundante 'légamo' (cieno/lodo). Originalmente el nombre habría sido 'Legamar', que luego se corrompió. Alternativa: de 'lebanés' (persona de Liébana, Cantabria). Fundada hacia 1280 bajo Alfonso X; primera documentación en 1232.",Leganés (del latín leganos: lugar cenagoso)
cercanias_057,Parque Polvoranca,cercanias_station,,,,40.3121158,-3.7835696,place,"Named after the Parque de Polvoranca regional park. The name derives from the Roman anthroponym Laurianus (5th-century landowner). During Muslim rule, the prefix 'que' was added yielding Loranque. In the Middle Ages, 'pol-' (from poblar, to populate) produced Polboranca. In 1794, Pedro Ignacio Belluti Valdes changed 'b' to 'v', giving modern Polvoranca. The settlement was absorbed by Leganés in 1849.",Parque de Polvoranca (regional park in Leganés),,,,,,,,,fotoblog-madrid-josamez.blogspot.com/2013/02/la-aldea-de-polvoranca.html; despobladosyabandonados.com/2020/04/polvoranca.html; es.wikipedia.org/wiki/Polvoranca;comunidad.madrid;CRTM (crtm.es),verified,C-5,2004,Renfe Cercanias,Leganés,"Toma su nombre del parque regional de Polvoranca. El nombre procede del antropónimo romano Laurianus (un propietario del siglo V). Bajo dominio musulmán se le añadió el prefijo 'que', resultando Loranque. En la Edad Media, 'pol-' (de poblar) generó Polboranca. En 1794, Pedro Ignacio Belluti Valdés cambió la 'b' por 'v', dando el Polvoranca moderno. El asentamiento fue absorbido por Leganés en 1849.",Parque de Polvoranca (parque regional en Leganés)
cercanias_058,Fuenlabrada,cercanias_station,,,,40.2833142,-3.7992452,place,"Named after the municipality. Contraction of 'Fuente Labrada' (carved/hewn fountain). Per the municipal archive and Felipe II's Relaciones Topograficas, near the village stood an old stone fountain 'labrada a cal y canto' (built of stone and mortar), believed to have been made by the Moors. The settlement took its name from this fountain.",Fuenlabrada (Fuente Labrada: carved stone fountain),,,,,,,,,Toponomasticon Hispaniae (toponhisp.org);Ayuntamiento de Fuenlabrada (ayto-fuenlabrada.es);Memorias de Fuenlabrada (memoriasfuenlabrada.blogspot.com),verified,C-5,,Renfe Cercanias,Fuenlabrada,"Debe su nombre al municipio. Es contracción de 'Fuente Labrada' (fuente labrada/tallada). Según el archivo municipal y las Relaciones Topográficas de Felipe II, cerca del pueblo había una antigua fuente de piedra 'labrada a cal y canto', que se creía obra de los moros. La población tomó el nombre de esta fuente.",Fuenlabrada (Fuente Labrada: fuente de piedra labrada)
cercanias_059,La Serna-Fuenlabrada,cercanias_station,,,,40.2967165,-3.7924919,descriptive,"'La Serna' derives from Vulgar Latin 'senara', itself from Proto-Celtic *senara ('piece of land ploughed aside'), built on *sen- (separation) + *aryeti (to plough). In medieval Castile a 'serna' denoted demesne land -- the strip the lord retained for his own harvest, often worked as corvee by tenants. Corominas (DCECH) and the Toponomasticon Hispaniae both document the term. 'Fuenlabrada' is appended to identify the municipality.",La Serna (from Latin serna: cultivated strip of land),,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/serna-la); Corominas DCECH (bibliamedieval.es); RAE (dle.rae.es/senara);Ayto. Fuenlabrada (ayto-fuenlabrada.es);CRTM (crtm.es),verified,C-5,,Renfe Cercanias,Fuenlabrada,"'La Serna' procede del latín vulgar 'senara', a su vez del protocéltico *senara ('porción de tierra arada aparte'), formado sobre *sen- (separación) + *aryeti (arar). En la Castilla medieval, una 'serna' designaba la tierra de dominio señorial —la franja que el señor retenía para su propia cosecha, a menudo trabajada como prestación personal por los colonos—. Corominas (DCECH) y el Toponomasticon Hispaniae documentan el término. Se añade 'Fuenlabrada' para identificar el municipio.",La Serna (del latín serna: cultivated strip of land)
cercanias_060,Humanes,cercanias_station,,,,40.2556297,-3.8284438,place,"Named after the municipality of Humanes de Madrid. Per linguist Edelmiro Bascuas, from the Paleo-European hydronymical root *um- (from Indo-European *am-: watercourse/channel). Alternative: Latin 'humidus' (humid). Both theories converge on a water connection, consistent with the geography: a sandy plain between the Guadarrama and Jarama basins crossed by streams.",Humanes de Madrid (Paleo-European *um-: watercourse),,,,,,,,,"Bascuas, Hidronimia y lexico de origen paleoeuropeo en Galicia (2006); es.wikipedia.org/wiki/Humanes_de_Madrid; ayto-humanesdemadrid.es/historia-de-humanes-2",verified,C-5,,Renfe Cercanias,Humanes de Madrid,"Debe su nombre al municipio de Humanes de Madrid. Según el lingüista Edelmiro Bascuas, procede de la raíz hidronómica paleoeuropea *um- (del indoeuropeo *am-: curso de agua/canal). Alternativa: latín 'humidus' (húmedo). Ambas teorías convergen en una vinculación con el agua, coherente con la geografía: una llanura arenosa entre las cuencas del Guadarrama y el Jarama, surcada por arroyos.",Humanes de Madrid (paleoeuropeo *um-: curso de agua)
cercanias_061,Aravaca,cercanias_station,,Moncloa-Aravaca,,40.448581,-3.785495,place,"Named after the neighbourhood of Aravaca. Caridad Arias (Anales IEM 44, 2004, pp. 821-830) argues it is an ethnic designation from the Celtiberian people the Arevaci/Aravaci, not an agricultural reference. Pliny wrote 'Arevacis nomen dedit flumen Areva' (N.h. 3, 27). St. Jerome confirms Arevacan groups settled as far as Carpetanian territory. Roman cavalry units of Arevacan horsemen ('Aravacorum') are documented in CIL III 3271. Alternative: Isabel Gea's 'Ara Val Cea' (valley of Cea). The folk etymology 'ara, vaca!' (plough, cow!) from Felipe II's 1575 Relaciones lacks linguistic support. First documented in 1202 Fuero de Madrid as Sexmo de Aravaca; current form 1427.","Aravaca (ethnic designation from Celtiberian Arevaci, per Caridad Arias)",,,,,,,,,"Caridad Arias (Anales IEM 44, 2004, pp. 821-830: dialnet.unirioja.es/servlet/articulo?código=3012173); Pliny N.h. 3, 27; Isabel Gea, Curiosidades y anecdotas de Madrid; Relaciones topograficas Felipe II 1575; Fuero de Madrid 1202",uncertain,C-7;C-10,,Renfe Cercanias,Madrid,"Debe su nombre al barrio de Aravaca. Caridad Arias (Anales IEM 44, 2004, pp. 821-830) defiende que se trata de una designación étnica derivada del pueblo celtíbero de los Arévacos/Aravaci, no de una referencia agrícola. Plinio escribió 'Arevacis nomen dedit flumen Areva' (N.h. 3, 27). San Jerónimo confirma que grupos arévacos se asentaron hasta territorio carpetano. Unidades de caballería romana de jinetes arévacos ('Aravacorum') están documentadas en CIL III 3271. Alternativa: Isabel Gea propone 'Ara Val Cea' (valle de Cea). La etimología popular '¡ara, vaca!' (¡ara, vaca!) de las Relaciones de Felipe II (1575) carece de fundamento lingüístico. Primera documentación: Fuero de Madrid de 1202, como Sexmo de Aravaca; forma actual documentada en 1427.","Aravaca (designación étnica del celtíbero Arevaci, según Caridad Arias)"
cercanias_062,El Barrial-Centro Comercial Pozuelo,cercanias_station,,,,40.465328,-3.807848,descriptive,"Originally named 'El Barrial' after the neighbourhood. 'Barrial' means a muddy or clay-rich area (RAE: 'terreno gredoso o arcilloso'), from 'barro' (mud/clay), reflecting the geology of the terrain between Pozuelo de Alarcón and Aravaca. The station name was extended when the Centro Comercial Pozuelo (a Hipercor-anchored shopping centre) opened nearby, following the common Spanish practice of dual-naming stations after both a neighbourhood and a commercial landmark. The station serves the C-7 and C-10 Cercanias lines on the western commuter corridor.",El Barrial area + Centro Comercial Pozuelo,,,,,,,,,RAE (dle.rae.es/barrial); es.wikipedia.org/wiki/Estacion_de_El_Barrial-Centro_Comercial_Pozuelo;Ayto. Pozuelo (pozuelodealarcon.org),verified,C-7;C-10,,Renfe Cercanias,Madrid/Pozuelo de Alarcón,"Originalmente llamada 'El Barrial', por el barrio homónimo. 'Barrial' designa un terreno gredoso o arcilloso (RAE: 'terreno gredoso o arcilloso'), de 'barro' (arcilla/lodo), reflejando la geología del terreno entre Pozuelo de Alarcón y Aravaca. El nombre de la estación se amplió cuando se inauguró el Centro Comercial Pozuelo (con Hipercor como tienda ancla), siguiendo la práctica española habitual de dar a las estaciones un doble nombre que combine barrio y referencia comercial. La estación da servicio a las líneas C-7 y C-10 de Cercanías en el corredor de cercanías occidental.",Zona de El Barrial + Centro Comercial Pozuelo
cercanias_063,Pozuelo,cercanias_station,,,,40.447408,-3.800061,place,"Named after Pozuelo de Alarcón. 'Pozuelo' from Latin 'puteolu' (diminutive of puteus: well), meaning 'place with wells/springs'. Wells reportedly dug by Muslims to supply the village. Originally 'Pozuelo de Aravaca'; renamed in 1632 when Gabriel de Ocana y Alarcón purchased the town and required his surname be added. First documented 1208.",Pozuelo de Alarcón (Latin puteolu: small well/spring),,,,,,,,,Ayuntamiento de Pozuelo (pozuelodealarcon.org);Toponomasticon Hispaniae (toponhisp.org);MadridNorte24h (madridnorte24horas.com),verified,C-7;C-10,,Renfe Cercanias,Pozuelo de Alarcón,"Debe su nombre a Pozuelo de Alarcón. 'Pozuelo' procede del latín 'puteolu' (diminutivo de puteus: pozo), es decir, 'lugar con pozos/manantiales'. Según la tradición, los pozos fueron excavados por los musulmanes para abastecer la aldea. Originalmente 'Pozuelo de Aravaca', el nombre cambió en 1632 cuando Gabriel de Ocaña y Alarcón compró la villa y exigió que su apellido se incorporara al topónimo. Primera documentación: 1208.",Pozuelo de Alarcón (Latin puteolu: pequeño pozo/fuente)
cercanias_064,Majadahonda,cercanias_station,,,,40.474339,-3.84597,place,"Named after the municipality. From 'majada' (Latin maculata: stained, a sheepfold where ground was stained by animal dung) + 'honda' (deep/low-lying terrain). Segovian shepherds settled the area in the 13th century and established their pens in a deep hollow, giving rise to the name.",Majadahonda (majada honda: deep sheepfold),,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/majadahonda);MadridNorte24h (madridnorte24horas.com);Toponomasticon Hispaniae (toponhisp.org);CVC Cervantes (cvc.cervantes.es),verified,C-7;C-10,,Renfe Cercanias,Majadahonda,"Debe su nombre al municipio. Procede de 'majada' (del latín maculata: manchada, un redil donde el suelo quedaba teñido por el estiércol) + 'honda' (terreno profundo/hundido). Pastores segovianos se asentaron en la zona en el siglo XIII y establecieron sus apriscos en una hondonada, dando origen al nombre.",Majadahonda (majada honda: majada honda)
cercanias_065,Las Rozas,cercanias_station,,,,40.494294,-3.867936,place,"Named after the municipality. From Castilian 'roza' (land cleared for cultivation by slash-and-burn). The settlement originated as a zone of newly cleared croplands, contrasting with neighboring Majadahonda (founded by shepherds). True growth occurred in the 16th century with Madrid as capital and El Escorial's construction driving demand for agricultural areas.",Las Rozas (rozas: slash-and-burn clearings for farmland),,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/las-rozas);Toponomasticon Hispaniae (toponhisp.org);Wikipedia (es.wikipedia.org); STANCE,verified,C-7;C-10,,Renfe Cercanias,Las Rozas de Madrid,"Debe su nombre al municipio. Procede del castellano 'roza' (terreno desmontado para el cultivo mediante roza y quema). El asentamiento se originó como zona de roturaciones recientes, en contraste con la vecina Majadahonda (fundada por pastores). El verdadero crecimiento se produjo en el siglo XVI, con Madrid como capital y la construcción de El Escorial como motores de la demanda de terrenos agrícolas.",Las Rozas (rozas: roza y quema clearings for farmland)
cercanias_066,Pinar,cercanias_station,,,,40.5040,-3.8860,descriptive,"Named after the Pinar de las Rozas (Pine Grove of Las Rozas). The station sits at a key railway junction: when the Madrid-El Escorial line opened on 9 Aug 1861, no stop existed between Las Rozas and Torrelodones. The junction was created in 1964 when a branch to Chamartín diverged here. The current stop dates from 1989 and serves lines C-3, C-8 and C-10, making it one of the busiest bifurcation points in the Cercanias network.",Pinar de las Rozas (pine grove area),,,,,,,,,Wikipedia (es.wikipedia.org);Ferropedia (ferropedia.es),verified,C-8;C-10,,Renfe Cercanias,Las Rozas de Madrid,"Toma su nombre del Pinar de las Rozas. La estación se sitúa en un nudo ferroviario clave: cuando se inauguró la línea Madrid-El Escorial el 9 de agosto de 1861, no existía parada alguna entre Las Rozas y Torrelodones. El empalme se creó en 1964, cuando un ramal hacia Chamartín divergía aquí. La parada actual data de 1989 y da servicio a las líneas C-3, C-8 y C-10, lo que la convierte en uno de los puntos de bifurcación más transitados de la red de Cercanías.",Pinar de las Rozas (pinar area)
cercanias_067,Las Matas,cercanias_station,,,,40.5520075,-3.8966702,descriptive,"Named after Las Matas, a settlement born from the railway. 'Mata' (from Late Latin 'matta': mat/covering) originally meant dense low scrub covering the ground; the 1755 map shows this as 'Matas Altas' (Tall Bushes). The station opened in 1861 on the Madrid-El Escorial line. In 1919, Spain's first railway classification yard (estación clasificadora) was built here, and in 1922 the Compañía del Norte erected a workers' village to house yard staff -- one of Spain's earliest planned railway communities.",Las Matas (matas: thickets/scrubland),,,,,,,,,RAE (dle.rae.es/mata); es.wikipedia.org/wiki/Las_Matas (1755 map 'Matas Altas'); Corominas;Ayto. Las Rozas (lasrozas.es),verified,C-8;C-10,,Renfe Cercanias,Las Rozas de Madrid,"Toma su nombre de Las Matas, un asentamiento nacido del ferrocarril. 'Mata' (del latín tardío 'matta': estera/cobertura) significaba originalmente un matorral denso y bajo que cubría el suelo; el mapa de 1755 señala esta zona como 'Matas Altas'. La estación se inauguró en 1861 con la línea Madrid-El Escorial. En 1919 se construyó aquí la primera estación clasificadora ferroviaria de España, y en 1922 la Compañía del Norte levantó un poblado obrero para alojar al personal de la playa de vías, una de las primeras comunidades ferroviarias planificadas de España.",Las Matas (matas: matorrales)
cercanias_068,Torrelodones,cercanias_station,,,,40.5745799,-3.9568734,place,"Named after the municipality. From 'Torre' (tower) + 'Lodones' (hackberry/nettle trees, Celtis australis). Refers to the medieval Andalusi watchtower (10th century), part of the Muslim defensive system, surrounded by lodon trees. Originally 'Torre de Lodones', contracted to 'Torrelodones'. First documented 1287.",Torrelodones (watchtower among hackberry trees),,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/torrelodones);Ayuntamiento de Torrelodones (torrelodones.es);Toponomasticon Hispaniae (toponhisp.org);MadridNorte24h (madridnorte24horas.com),verified,C-8;C-10,,Renfe Cercanias,Torrelodones,"Debe su nombre al municipio. Procede de 'Torre' (torre) + 'Lodones' (almeces, Celtis australis). Hace referencia a la atalaya andalusí medieval (siglo X), parte del sistema defensivo musulmán, rodeada de almeces ('lodones'). Originalmente 'Torre de Lodones', se contrajo en 'Torrelodones'. Primera documentación: 1287.",Torrelodones (torre de vigía entre almeces)
cercanias_069,Galapagar-La Navata,cercanias_station,,,,40.6005917,-3.9822494,place,Galapagar: from 'galapago' (freshwater terrapin) + '-ar' (place abundant in). First settlements were around a small lagoon with a colony of terrapins. The municipal coat of arms features these animals. Registered in DRAE since 1899. La Navata: from 'nava' (Basque: flat land with pasture between mountains) with diminutive suffix.,Galapagar (place of terrapins) + La Navata (small pasture plain),,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/galapagar);Toponomasticon Hispaniae (toponhisp.org);MadridNorte24h (madridnorte24horas.com);DRAE (dle.rae.es),verified,C-8;C-10,1861,Renfe Cercanias,Galapagar,Galapagar: de 'galápago' (tortuga de agua dulce) + '-ar' (lugar abundante en). Los primeros asentamientos se ubicaron en torno a una pequeña laguna con una colonia de galápagos. El escudo municipal presenta estos animales. Registrado en el DRAE desde 1899. La Navata: de 'nava' (voz de origen vasco: llanura con pasto entre montañas) con sufijo diminutivo.,Galapagar (lugar de terrapins) + La Navata (small pasture plain)
cercanias_070,San Yago,cercanias_station,,,,40.6178343,-4.0310785,religious,"'San Yago' preserves an archaic stage in a remarkable phonetic chain: Latin Sanctus Iacobus > Late Latin Iacob(m)us > Vulgar Romance Iaco > Yago, then prefixed with the saint honorific Sant' to yield Sant Yago, eventually fused into Santiago. Menéndez Pidal (1941) documented this evolution. The hamlet sits in Galapagar, a municipality whose name derives from 'galapago' (turtle/rocky terrain). The area retains a rural character within the Sierra de Guadarrama foothills.","San Yago (archaic form of Santiago, patron saint: Saint James)",,,,,,,,,xacopedia.com/onomastica_de_Santiago (Menéndez Pidal 1941); etimologias.dechile.net/?Santiago; es.wikipedia.org/wiki/Estacion_de_San_Yago;Ayto. Galapagar (galapagar.es),verified,C-8,,Renfe Cercanias,Galapagar,"'San Yago' preserva una fase arcaica de una notable cadena fonética: latín Sanctus Iacobus > latín tardío Iacob(m)us > romance vulgar Iaco > Yago, al que se antepuso el honorífico de santo Sant', dando Sant Yago, que acabó fundiéndose en Santiago. Menéndez Pidal (1941) documentó esta evolución. La aldea se encuentra en Galapagar, municipio cuyo nombre deriva de 'galápago' (tortuga/terreno rocoso). La zona conserva un carácter rural en las estribaciones de la Sierra de Guadarrama.","San Yago (archaic form of Santiago, santo patrón: Saint James)"
cercanias_071,El Escorial,cercanias_station,,,,40.5852560,-4.1323220,place,"Named after the municipality. Two major theories: (1) Latin 'scoria' (slag/waste), proposed by Father Siguenza (16th c.), who noted ashes and slag around the site. (2) Latin 'esculus' (oak/holm oak), proposed by Sarmiento (18th c.): 'esculealis' > 'escurial' > 'escorial'. Recent research by Auberson supports the oak theory. However, the Toponomasticon Hispaniae favours the slag (scoria) theory, citing the historical ironworks: the Bosque de la Herreria was formerly the Dehesa de las Ferrerias de Fuentelamparas, citing geologist Casiano de Prado's 1864 survey finding no slag deposits but documenting dense former forest cover.","El Escorial (from Latin esculus: oak, or scoria: slag)",,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/san-lorenzo-de-el-escorial); García Sánchez (CVC Rinconete Part II: cvc.cervantes.es/el_rinconete/anteriores/junio_07/21062007_01.asp); Lorenzo Arribas (CVC Rinconete: cvc.cervantes.es/el_rinconete/anteriores/enero_07/12012007_01.htm); Father Siguenza (16th c.); Sarmiento (18th c.); Casiano de Prado 1864,verified,C-8,,Renfe Cercanias,El Escorial,"Debe su nombre al municipio. Dos grandes teorías: (1) latín 'scoria' (escoria/residuos), propuesta por el padre Sigüenza (s. XVI), que advirtió cenizas y escorias en el entorno. (2) Latín 'esculus' (encina): 'esculealis' > 'escurial' > 'escorial', propuesta por Sarmiento (s. XVIII). Investigaciones recientes de Auberson respaldan la teoría de la encina. Sin embargo, el Toponomasticon Hispaniae se decanta por la de escoria, citando las antiguas herrerías: el Bosque de la Herrería era antes la Dehesa de las Ferrerías de Fuentelamparas; el geólogo Casiano de Prado, en su reconocimiento de 1864, no halló depósitos de escoria pero sí documentó una densa masa forestal anterior.","El Escorial (del latín esculus: oak, or scoria: slag)"
cercanias_072,Robledo de Chavela,cercanias_station,,,,40.5212161,-4.2471363,place,"Named after the municipality. 'Robledo' from Latin 'roburetum' (oak grove). 'Chavela' per the Toponomasticon Hispaniae: a compound of Basque 'Echa' (from 'aita', meaning father/chief, with initial vowel lost through apheresis) + Germanic 'Vela' (personal name). The toponym designates 'a forest as possession of a lord named Echa Vela'. Same 'aita'-derived pattern as Chamartín. Alternatives: Latin 'casa/chez' + Vela, or Arabic 'Djebel' (mountain).",Robledo de Chavela (oak grove of lord Echa Vela),,,,,,,,,Toponomasticon Hispaniae (toponhisp.org/es/toponimia-de-las-zonas-central-sur-e-insular-atlántica/toponimo/robledo-de-chavela);Toponomasticon Hispaniae (toponhisp.org); Gregorio de Andrés; MadridNorte24horas (madridnorte24horas.com),verified,C-8,,Renfe Cercanias,Robledo de Chavela,"Debe su nombre al municipio. 'Robledo' procede del latín 'roburetum' (robledal). 'Chavela', según el Toponomasticon Hispaniae: compuesto de 'Echa' (del vasco 'aita', que significa padre/jefe, con pérdida de la vocal inicial por aféresis) + 'Vela' (nombre germánico). El topónimo designaría 'un bosque como posesión de un señor llamado Echa Vela'. El mismo patrón derivado de 'aita' se repite en Chamartín. Alternativas: latín 'casa/chez' + Vela, o árabe 'Djebel' (montaña).",Robledo de Chavela (robledal of lord Echa Vela)
cercanias_073,Santa María de la Alameda-Peguerinos,cercanias_station,,,,40.5600,-4.2800,religious,"'Santa María de la Alameda': named after a church dedicated to the Virgin Mary near a poplar grove ('alameda', from 'alamo' = poplar). The municipality is the northernmost in the Sierra Oeste region, 65 km from Madrid, at the triple border of Madrid, Avila and Segovia, with rich forests of Scots pine, Maritime pine and oak. 'Peguerinos' derives from 'peguero', the craftsman who made 'pez' (pitch/vegetable tar) by collecting resin-soaked earth and pine residues ('testellones') and rendering them in kilns. This black pitch was essential for waterproofing wineskins, sealing boats and marking livestock. Peguerinos, in the province of Avila, preserves in its very name the memory of this extinct forest trade.",Santa María de la Alameda (patron saint + poplar grove) + Peguerinos (from peguera: pine tar kiln),,,,,,,,,es.wikipedia.org/wiki/Santa_Maria_de_la_Alameda; RAE (dle.rae.es/peguero); iedra.es/palabras/peguera;ADI Sierra Oeste (sierraoeste.org); guadarramistas.com/2015/03/09/el-oficio-de-peguero; en.wikipedia.org/wiki/Peguerinos,verified,C-8,,Renfe Cercanias,Santa María de la Alameda,"'Santa María de la Alameda': por una iglesia dedicada a la Virgen María junto a una alameda (de 'álamo'). El municipio es el más septentrional de la Sierra Oeste, a 65 km de Madrid, en el triple confín de Madrid, Ávila y Segovia, con densos bosques de pino silvestre, pino resinero y roble. 'Peguerinos' deriva de 'peguero', el artesano que fabricaba 'pez' (brea vegetal) recogiendo tierra impregnada de resina y residuos de pino ('testellones') y fundiéndolos en hornos. Esta brea negra era esencial para impermeabilizar odres, calafatear embarcaciones y marcar el ganado. Peguerinos, en la provincia de Ávila, conserva en su propio nombre la memoria de este oficio forestal hoy extinto.",Santa María de la Alameda (santo patrón + poplar grove) + Peguerinos (from peguera: pine tar kiln)
cercanias_074,Los Negrales,cercanias_station,,,,40.6390631,-4.0220747,descriptive,"Named after the Los Negrales residential area straddling Alpedrete, Collado Villalba and Galapagar. 'Negral' is the Castilian name for Pinus pinaster, the maritime pine whose dark bark inspired the adjective. The colony grew from the early 20th century as Madrid families built summer houses near the Sierra de Guadarrama. Many homes still serve as second residences, so the population roughly doubles during holidays.","Los Negrales (negrales: type of pine, Pinus pinaster)",,,,,,,,,RAE (dle.rae.es/negral -- 'pino negral'); educa2.madrid.org/web/losnegrales/historia-y-entorno; en.wikipedia.org/wiki/Los_Negrales;Ayto. Alpedrete (alpedrete.es),verified,C-8,,Renfe Cercanias,Alpedrete,"Toma su nombre de la zona residencial de Los Negrales, a caballo entre Alpedrete, Collado Villalba y Galapagar. 'Negral' es el nombre castellano del Pinus pinaster, el pino resinero cuya corteza oscura inspiró el adjetivo. La colonia creció a principios del siglo XX, cuando familias madrileñas construyeron casas de veraneo cerca de la Sierra de Guadarrama. Muchas viviendas siguen funcionando como segundas residencias, de modo que la población se duplica aproximadamente durante las vacaciones.","Los Negrales (negrales: tipo de pino, Pinus pinaster)"
cercanias_075,Alpedrete,cercanias_station,,,,40.6582688,-4.0357993,place,"Named after the municipality. Hybrid word: Arabic article 'al-' + Romance 'pedrete' (stony place, from Latin petra: stone) with abundancial suffix. Literally 'the rocky place', referring to the abundant granite quarries. Same toponym repeated in Alpedrete de la Sierra (Guadalajara).",Alpedrete (Arabic al- + Romance pedrete: the stony place),,,,,,,,,Toponomasticon Hispaniae (toponhisp.org);MadridNorte24h (madridnorte24horas.com);Ayuntamiento de Alpedrete (alpedrete.es),verified,C-8,,Renfe Cercanias,Alpedrete,"Debe su nombre al municipio. Palabra híbrida: artículo árabe 'al-' + romance 'pedrete' (lugar pedregoso, del latín petra: piedra) con sufijo abundancial. Literalmente, 'el pedregal', en alusión a las abundantes canteras de granito. El mismo topónimo se repite en Alpedrete de la Sierra (Guadalajara).",Alpedrete (árabe al- + romance pedrete: el lugar pedregoso)
cercanias_076,Collado Mediano,cercanias_station,,,,40.6925984,-4.0353064,place,"Named after the municipality. 'Collado' from Latin 'collis' (hill/raised ground); for mountain villagers also meant an enclosure where shepherds kept livestock. 'Mediano' (medium/moderate) refers to the enclosure being of moderate size. The territory belonged to the Council of Segovia in the 12th century, repopulated by Segovian shepherds.",Collado Mediano (medium-sized hill enclosure for livestock),,,,,,,,,"García Pérez, Toponimia de la Sierra de Guadarrama (UPM: oa.upm.es/784/1/Toponimia_de_la_Sierra_de_Guadarrama.pdf);Ediciones La Libreria (edicioneslalibreria.com); etimologias.dechile.net/?collado; Amiaire.net",verified,C-8,,Renfe Cercanias,Collado Mediano,Debe su nombre al municipio. 'Collado' procede del latín 'collis' (colina/elevación); para los serranos también designaba un cercado donde los pastores guardaban el ganado. 'Mediano' (de tamaño intermedio) se refiere a que el cercado era de dimensiones moderadas. El territorio perteneció al Concejo de Segovia en el siglo XII y fue repoblado por pastores segovianos.,Collado Mediano (collado de tamaño mediano para ganado)
